Iteration,Loss
100,0.5353281104564667
200,0.506422965824604
300,0.4649233755469322
400,0.41882610976696016
500,0.33692749075591566
600,0.21426364418119193
700,0.12306330094463191
800,0.09985602312226546
900,0.07376393327256664
1000,0.07795954526576679
1100,0.062283476847333076
1200,0.049629973620649255
1300,0.06176327776262923
1400,0.04849605199313373
1500,0.05230583803029731
1600,0.04116898591048084
1700,0.043990763903129844
1800,0.04431960589630762
1900,0.04949886224752845
2000,0.03998449905018788
2100,0.042149630018611786
2200,0.03532028207157054
2300,0.034880418949760496
2400,0.04356736976420507
2500,0.030097136980803043
2600,0.03407599393860437
2700,0.02637744077932439
2800,0.02634189623990096
2900,0.024697344493179115
3000,0.018193942325669923
3100,0.020914047759179086
3200,0.02491171655448852
3300,0.01897156409715535
3400,0.020357768192188815
3500,0.025045088724582457
3600,0.020091122029261898
3700,0.02610032645501633
3800,0.019783327658078633
3900,0.017084743977466132
4000,0.019603404744375438
4100,0.01683183722110698
4200,0.019420283659746927
4300,0.018704746155417524
4400,0.01675520657809102
4500,0.01726753766386537
4600,0.01818342244547239
4700,0.014150254287851566
4800,0.012672806576883886
4900,0.01676978211296955
5000,0.01377518316374335
5100,0.017059403090097475
5200,0.01633843757255818
5300,0.013674389871957827
5400,0.014564515380188823
5500,0.014895348689897218
5600,0.012389117428974715
5700,0.011640817840743693
5800,0.011751676731510088
5900,0.01321248715990805
6000,0.01019990787433926
6100,0.0114843427312735
6200,0.011182086279586657
6300,0.012231784553296165
6400,0.0115318849360483
6500,0.011804464729921164
6600,0.00960775429746718
6700,0.010376076724351152
6800,0.010812622890380225
6900,0.0094764379632295
7000,0.009267136253547505
7100,0.007792703020240879
7200,0.006253631618674263
7300,0.00978362873702281
7400,0.009241944233363029
7500,0.007884507233902695
7600,0.007775037285126097
7700,0.008469712073147093
7800,0.008959124987286486
7900,0.008972038455149232
8000,0.007572380620531476
8100,0.009111426729359664
8200,0.008299505995673827
8300,0.006967739609899581
8400,0.007633837820103509
8500,0.007410790490539511
8600,0.008164850198381828
8700,0.007637521334982011
8800,0.007897956674642046
8900,0.007927202080827556
9000,0.00825953216837661
9100,0.008224142416329414
9200,0.006175923020746268
9300,0.007717172355041839
9400,0.005906816072238144
9500,0.006776772381999763
9600,0.006475087619928672
9700,0.008088113341364079
